,Profile Name,Start Time,Duration,Title,Bookmark,Latest Bookmark,Country
13181,Perfil 1,2021-01-27 01:24:21,00:20:06,Narcos: Temporada 2: Los Pepes (Episódio 6),00:52:56,00:52:56,BR (Brazil)
13182,Perfil 1,2021-01-26 22:13:48,00:18:27,Narcos: Temporada 2: Los Pepes (Episódio 6),00:32:50,Not latest view,BR (Brazil)
13183,Perfil 1,2021-01-26 20:30:06,00:34:26,Cobra Kai: Temporada 2: Sem compaixão (Episódio 10),00:32:01,00:32:01,BR (Brazil)
13184,Perfil 1,2021-01-26 20:14:10,00:14:36,Narcos: Temporada 2: Los Pepes (Episódio 6),00:14:23,Not latest view,BR (Brazil)
13185,Perfil 1,2021-01-26 20:00:06,00:29:50,Cobra Kai: Temporada 2: Polvo (Episódio 9),00:29:50,00:29:50,BR (Brazil)
13186,Perfil 1,2021-01-26 19:30:45,00:29:10,Cobra Kai: Temporada 2: A vez do amor (Episódio 8),00:29:10,00:29:10,BR (Brazil)
13187,Perfil 1,2021-01-26 19:24:34,00:49:35,Narcos: Temporada 2: Inimigos do meu inimigo (Episódio 5),00:50:57,00:50:57,BR (Brazil)
13188,Perfil 1,2021-01-26 18:56:59,00:25:50,Cobra Kai: Temporada 2: Trégua (Episódio 7),00:25:50,00:25:50,BR (Brazil)
13189,Perfil 1,2021-01-26 18:24:28,00:30:11,Cobra Kai: Temporada 2: Vire à direita (Episódio 6),00:30:11,00:30:11,BR (Brazil)
13190,Perfil 1,2021-01-26 17:55:52,00:28:24,Cobra Kai: Temporada 2: Vai com tudo (Episódio 5),00:29:52,00:29:52,BR (Brazil)
13191,Perfil 1,2021-01-26 17:55:22,00:00:03,Cobra Kai: Temporada 2: Vai com tudo (Episódio 5),00:01:30,Not latest view,BR (Brazil)
13192,Perfil 1,2021-01-26 14:46:11,00:17:48,Headspace - Meditação Guiada: Temporada 1: Como se apaixonar pela vida (Episódio 3),00:17:53,Not latest view,BR (Brazil)
13193,Perfil 1,2021-01-26 14:45:30,00:00:40,Headspace - Meditação Guiada: Temporada 1: Como se conectar com o presente (Episódio 2),00:19:01,00:19:01,BR (Brazil)
13194,Perfil 1,2021-01-26 02:02:44,00:01:29,Cobra Kai: Temporada 2: Vai com tudo (Episódio 5),00:01:29,Not latest view,BR (Brazil)
13195,Perfil 1,2021-01-26 01:31:33,00:31:00,Cobra Kai: Temporada 2: Momento da verdade (Episódio 4),00:31:00,00:31:00,BR (Brazil)
13196,Perfil 1,2021-01-26 01:08:41,00:22:30,Cobra Kai: Temporada 2: Fogo e gelo (Episódio 3),00:22:30,00:22:30,BR (Brazil)
13197,Perfil 1,2021-01-26 00:59:46,00:18:32,Rick and Morty: Temporada 4: Um estranho no ninho de Morty (Episódio 3),00:23:05,Not latest view,BR (Brazil)
13198,Perfil 1,2021-01-26 00:38:25,00:30:05,Cobra Kai: Temporada 2: Em busca do equilíbrio (Episódio 2),00:30:05,00:30:05,BR (Brazil)
13199,Perfil 1,2021-01-26 00:04:01,00:34:13,Cobra Kai: Temporada 2: Compaixão – Parte 2 (Episódio 1),00:34:13,00:34:13,BR (Brazil)
13200,Perfil 1,2021-01-25 23:21:24,00:34:29,Cobra Kai: Temporada 1: Compaixão – Parte 1 (Episódio 10),00:34:29,00:34:29,BR (Brazil)
13201,Perfil 1,2021-01-25 22:28:13,00:29:19,"Cobra Kai: Temporada 1: Diferentes, mas iguais (Episódio 9)",00:29:19,00:29:19,BR (Brazil)
13202,Perfil 1,2021-01-25 21:59:50,00:28:12,Cobra Kai: Temporada 1: Transformação (Episódio 8),00:28:12,00:28:12,BR (Brazil)
13203,Perfil 1,2021-01-25 21:58:57,00:00:03,Cobra Kai: Temporada 1: Transformação (Episódio 8),00:00:07,Not latest view,BR (Brazil)
13204,Perfil 1,2021-01-25 20:38:40,00:51:25,A volta do todo poderoso,01:29:28,01:29:28,BR (Brazil)
13205,Perfil 1,2021-01-25 17:30:30,00:18:16,Headspace - Meditação Guiada: Temporada 1: Como se conectar com o presente (Episódio 2),00:18:21,Not latest view,BR (Brazil)
13206,Perfil 1,2021-01-25 17:30:23,00:00:04,Headspace - Meditação Guiada: Temporada 1: Como começar a meditar (Episódio 1),00:00:07,Not latest view,BR (Brazil)
13207,Perfil 1,2021-01-25 17:27:18,00:00:04,Cobra Kai: Temporada 1: Transformação (Episódio 8),00:00:04,Not latest view,BR (Brazil)
13208,Perfil 1,2021-01-25 17:25:48,00:00:07,Cobra Kai: Temporada 1: Transformação (Episódio 8),00:00:02,Not latest view,BR (Brazil)
13209,Perfil 1,2021-01-25 16:58:18,00:27:18,Cobra Kai: Temporada 1: A competição (Episódio 7),00:27:18,00:27:18,BR (Brazil)
13210,Perfil 1,2021-01-25 16:27:58,00:28:37,Cobra Kai: Temporada 1: Alunos novos (Episódio 6),00:28:37,00:28:37,BR (Brazil)
13211,Perfil 1,2021-01-25 15:56:13,00:31:35,Cobra Kai: Temporada 1: Contrapeso (Episódio 5),00:31:35,00:31:35,BR (Brazil)
13212,Perfil 1,2021-01-25 15:55:45,00:00:03,Cobra Kai: Temporada 1: Contrapeso (Episódio 5),00:00:07,Not latest view,BR (Brazil)
13213,Perfil 1,2021-01-25 01:48:24,00:00:06,Como Defender um Assassino: Temporada 4: Eu não sou ela (Episódio 2),00:01:02,Not latest view,BR (Brazil)
13214,Perfil 1,2021-01-25 01:02:32,00:41:28,Como Defender um Assassino: Temporada 4: Estou indo embora (Episódio 1),00:42:36,00:42:36,BR (Brazil)
13215,Perfil 1,2021-01-25 00:38:32,00:53:31,"Narcos: Temporada 2: Os bons, os maus e os mortos (Episódio 4)",00:55:11,00:55:11,BR (Brazil)
13216,Perfil 1,2021-01-25 00:19:47,00:42:33,Como Defender um Assassino: Temporada 3: Wes (Episódio 15),00:42:33,00:42:33,BR (Brazil)
13217,Perfil 1,2021-01-24 23:37:41,00:41:56,Como Defender um Assassino: Temporada 3: Ele cometeu um grande erro (Episódio 14),00:42:36,00:42:36,BR (Brazil)
13218,Perfil 1,2021-01-24 23:34:59,00:43:39,Narcos: Temporada 2: Parceiro de Madrid (Episódio 3),00:45:20,00:45:20,BR (Brazil)
13219,Perfil 1,2021-01-24 23:08:42,00:26:14,Narcos: Temporada 2: Cambalache (Episódio 2),00:45:41,00:45:41,BR (Brazil)
13220,Perfil 1,2021-01-24 22:51:24,00:41:55,Como Defender um Assassino: Temporada 3: É guerra (Episódio 13),00:42:37,00:42:37,BR (Brazil)
13221,Perfil 1,2021-01-24 22:18:18,00:32:57,Como Defender um Assassino: Temporada 3: Vá chorar em outro lugar (Episódio 12),00:42:31,00:42:31,BR (Brazil)
13222,Perfil 1,2021-01-24 22:08:57,00:09:01,Como Defender um Assassino: Temporada 3: Vá chorar em outro lugar (Episódio 12),00:09:34,Not latest view,BR (Brazil)
13223,Perfil 1,2021-01-24 22:08:12,00:00:05,Cobra Kai: Temporada 1: Contrapeso (Episódio 5),00:00:05,Not latest view,BR (Brazil)
13224,Perfil 1,2021-01-24 21:41:59,00:25:58,Cobra Kai: Temporada 1: Cobra Kai para sempre (Episódio 4),00:25:58,00:25:58,BR (Brazil)
13225,Perfil 1,2021-01-24 21:20:03,00:21:45,Cobra Kai: Temporada 1: Esqueleto (Episódio 3),00:21:45,00:21:45,BR (Brazil)
13226,Perfil 1,2021-01-24 20:53:56,00:25:55,Cobra Kai: Temporada 1: Acerte primeiro (Episódio 2),00:25:55,00:25:55,BR (Brazil)
13227,Perfil 1,2021-01-24 20:21:27,00:29:06,Cobra Kai: Temporada 1: Degenerado (Episódio 1),00:26:54,00:26:54,BR (Brazil)
13228,Perfil 1,2021-01-24 20:20:40,00:00:03,Cobra Kai: Temporada 1: Degenerado (Episódio 1),00:00:03,Not latest view,BR (Brazil)
13229,Perfil 1,2021-01-24 18:20:37,00:00:03,Headspace - Meditação Guiada: Temporada 1: Como começar a meditar (Episódio 1),00:00:03,Not latest view,BR (Brazil)
13230,Perfil 1,2021-01-24 18:20:30,00:00:05,Headspace - Meditação Guiada: Temporada 1: Como se conectar com o presente (Episódio 2),00:00:05,Not latest view,BR (Brazil)
13231,Perfil 1,2021-01-24 18:01:51,00:18:30,Headspace - Meditação Guiada: Temporada 1: Como começar a meditar (Episódio 1),00:18:39,Not latest view,BR (Brazil)
13232,Perfil 1,2021-01-23 15:59:00,00:41:23,Como Defender um Assassino: Temporada 3: Nem tudo é sobre a Annalise (Episódio 11),00:42:23,00:42:23,BR (Brazil)
13233,Perfil 1,2021-01-23 03:15:06,00:00:11,Como Defender um Assassino: Temporada 3: Nem tudo é sobre a Annalise (Episódio 11),00:01:01,Not latest view,BR (Brazil)
13234,Perfil 1,2021-01-23 02:33:17,00:41:40,Como Defender um Assassino: Temporada 3: Somos pessoas más (Episódio 10),00:42:36,00:42:36,BR (Brazil)
13235,Perfil 1,2021-01-23 01:49:42,00:42:05,Como Defender um Assassino: Temporada 3: Quem morreu? (Episódio 9),00:42:37,00:42:37,BR (Brazil)
13236,Perfil 1,2021-01-23 01:47:15,00:00:04,Como Defender um Assassino: Temporada 3: Quem morreu? (Episódio 9),00:00:34,Not latest view,BR (Brazil)
13237,Perfil 1,2021-01-23 01:46:11,00:00:31,Como Defender um Assassino: Temporada 3: Quem morreu? (Episódio 9),00:01:03,Not latest view,BR (Brazil)
13238,Perfil 1,2021-01-23 01:04:17,00:41:44,Como Defender um Assassino: Temporada 3: Chega de sangue (Episódio 8),00:42:34,00:42:34,BR (Brazil)
13239,Perfil 1,2021-01-23 00:21:47,00:42:16,Como Defender um Assassino: Temporada 3: Intuição de mãe (Episódio 7),00:42:38,00:42:38,BR (Brazil)
13240,Perfil 1,2021-01-22 19:49:08,00:57:37,O Mundo Sombrio de Sabrina: Parte 4: Capítulo vinte e nove: Forças ocultas (Episódio 1),00:57:37,00:57:37,BR (Brazil)
13241,Perfil 1,2021-01-22 19:25:06,00:17:20,Como Defender um Assassino: Temporada 3: Alguém morreu mesmo? (Episódio 6),00:30:03,00:30:03,BR (Brazil)
13242,Perfil 1,2021-01-22 19:09:19,00:06:14,Rick and Morty: Temporada 4: Um estranho no ninho de Morty (Episódio 3),00:06:16,Not latest view,BR (Brazil)
13243,Perfil 1,2021-01-22 18:49:20,00:19:56,Rick and Morty: Temporada 4: O velho e a privada (Episódio 2),00:22:50,Not latest view,BR (Brazil)
13244,Perfil 1,2021-01-22 01:57:17,00:01:03,Como Defender um Assassino: Temporada 3: Intuição de mãe (Episódio 7),00:01:37,Not latest view,BR (Brazil)
13245,Perfil 1,2021-01-22 01:15:27,00:41:40,Como Defender um Assassino: Temporada 3: Alguém morreu mesmo? (Episódio 6),00:42:34,Not latest view,BR (Brazil)
13246,Perfil 1,2021-01-22 00:33:16,00:42:02,Como Defender um Assassino: Temporada 3: É sobre o Frank (Episódio 5),00:42:38,00:42:38,BR (Brazil)
13247,Perfil 1,2021-01-22 00:29:08,00:03:56,Como Defender um Assassino: Temporada 3: Não conte para a Annalise (Episódio 4),00:42:34,00:42:34,BR (Brazil)
13248,Perfil 1,2021-01-21 19:14:49,00:17:10,Narcos: Temporada 2: Cambalache (Episódio 2),00:18:47,Not latest view,BR (Brazil)
13249,Perfil 1,2021-01-21 18:22:52,00:49:42,Narcos: Temporada 2: Livre (Episódio 1),00:51:57,00:51:57,BR (Brazil)
13250,Perfil 1,2021-01-21 14:12:14,00:03:07,Rick and Morty: Temporada 4: O velho e a privada (Episódio 2),00:03:10,Not latest view,BR (Brazil)
13251,Perfil 1,2021-01-21 13:49:54,00:22:17,"Rick and Morty: Temporada 4: No limite da Morty: Rick, morra, Rickpita (Episódio 1)",00:22:33,Not latest view,BR (Brazil)
13252,Perfil 1,2021-01-21 13:49:49,00:00:02,Rick and Morty: Temporada 3: O Mortyencontro Rickchuriano (Episódio 10),00:21:35,Not latest view,BR (Brazil)
13253,Perfil 1,2021-01-21 01:15:47,00:21:23,Rick and Morty: Temporada 3: O ABC da Beth (Episódio 9),00:21:23,Not latest view,BR (Brazil)
13254,Perfil 1,2021-01-21 01:14:36,00:01:10,Rick and Morty: Temporada 3: Pulverizadores de Mente do Morty (Episódio 8),00:22:05,Not latest view,BR (Brazil)
13255,Perfil 1,2021-01-21 00:01:35,00:02:01,Narcos: Temporada 2: Livre (Episódio 1),00:04:36,Not latest view,BR (Brazil)
13256,Perfil 1,2021-01-20 22:52:41,00:43:32,Narcos: Temporada 1: Decolando (Episódio 10),00:44:12,00:44:12,BR (Brazil)
13257,Perfil 1,2021-01-20 22:43:25,00:38:38,Como Defender um Assassino: Temporada 3: Não conte para a Annalise (Episódio 4),00:38:38,Not latest view,BR (Brazil)
13258,Perfil 1,2021-01-20 22:43:03,00:00:06,Como Defender um Assassino: Temporada 3: Não conte para a Annalise (Episódio 4),00:00:06,Not latest view,BR (Brazil)
13259,Perfil 1,2021-01-20 22:42:44,00:00:09,Como Defender um Assassino: Temporada 3: Sempre aposte no preto (Episódio 3),00:00:01,00:00:01,BR (Brazil)
13260,Perfil 1,2021-01-20 22:02:47,00:48:23,Narcos: Temporada 1: La Catedral (Episódio 9),00:50:05,00:50:05,BR (Brazil)
13261,Perfil 1,2021-01-20 21:16:38,00:46:08,Narcos: Temporada 1: La gran mentira (Episódio 8),00:50:11,00:50:11,BR (Brazil)
13262,Perfil 1,2021-01-20 21:16:29,00:00:05,Narcos: Temporada 1: Chorarás lágrimas de sangue (Episódio 7),00:50:17,00:50:17,BR (Brazil)
13263,Perfil 1,2021-01-20 21:13:50,00:02:35,Narcos: Temporada 1: La gran mentira (Episódio 8),00:04:16,Not latest view,BR (Brazil)
13264,Perfil 1,2021-01-20 20:23:20,00:48:25,Narcos: Temporada 1: Chorarás lágrimas de sangue (Episódio 7),00:49:46,Not latest view,BR (Brazil)
13265,Perfil 1,2021-01-20 20:08:42,00:14:26,Narcos: Temporada 1: Explosivos (Episódio 6),00:48:33,00:48:33,BR (Brazil)
13266,Perfil 1,2021-01-20 19:00:28,00:00:14,Democracia em Vertigem,00:00:07,00:00:07,BR (Brazil)
13267,Perfil 1,2021-01-20 19:00:06,00:00:03,Democracia em Vertigem,00:00:02,Not latest view,BR (Brazil)
13268,Perfil 1,2021-01-20 17:00:53,00:33:50,Narcos: Temporada 1: Explosivos (Episódio 6),00:34:07,Not latest view,BR (Brazil)
13269,Perfil 1,2021-01-20 16:51:34,00:09:18,Narcos: Temporada 1: Haverá um futuro (Episódio 5),00:53:42,00:53:42,BR (Brazil)
13270,Perfil 1,2021-01-20 02:19:47,00:00:03,Como Defender um Assassino: Temporada 3: É sobre o Frank (Episódio 5),00:00:40,Not latest view,BR (Brazil)
13271,Perfil 1,2021-01-20 01:26:02,00:41:44,Como Defender um Assassino: Temporada 3: Não conte para a Annalise (Episódio 4),00:42:37,Not latest view,BR (Brazil)
13272,Perfil 1,2021-01-20 01:19:38,00:02:04,Como Defender um Assassino: Temporada 3: Não conte para a Annalise (Episódio 4),00:02:54,Not latest view,BR (Brazil)
13273,Perfil 1,2021-01-20 00:49:32,00:42:57,Narcos: Temporada 1: Haverá um futuro (Episódio 5),00:44:34,Not latest view,BR (Brazil)
13274,Perfil 1,2021-01-20 00:37:45,00:41:40,Como Defender um Assassino: Temporada 3: Sempre aposte no preto (Episódio 3),00:42:35,Not latest view,BR (Brazil)
13275,Perfil 1,2021-01-20 00:37:01,00:00:03,Como Defender um Assassino: Temporada 3: Sempre aposte no preto (Episódio 3),00:00:03,Not latest view,BR (Brazil)
13276,Perfil 1,2021-01-20 00:36:06,00:43:45,Como Defender um Assassino: Temporada 3: Sempre aposte no preto (Episódio 3),00:43:45,Not latest view,BR (Brazil)
13277,Perfil 1,2021-01-20 00:19:38,00:00:20,Narcos: Temporada 1: Haverá um futuro (Episódio 5),00:00:39,Not latest view,BR (Brazil)
13278,Perfil 1,2021-01-19 23:37:04,00:42:30,Narcos: Temporada 1: O palácio em chamas (Episódio 4),00:42:52,00:42:52,BR (Brazil)
13279,Perfil 1,2021-01-19 01:09:43,00:41:52,Como Defender um Assassino: Temporada 3: Coisas piores do que assassinato (Episódio 2),00:42:36,00:42:36,BR (Brazil)
13280,Perfil 1,2021-01-19 00:21:11,00:42:36,Como Defender um Assassino: Temporada 3: Agora somos pessoas boas (Episódio 1),00:42:36,00:42:36,BR (Brazil)
13281,Perfil 1,2021-01-18 17:48:10,00:00:05,Narcos: Temporada 1: O palácio em chamas (Episódio 4),00:00:22,Not latest view,BR (Brazil)
13282,Perfil 1,2021-01-18 17:04:29,00:43:40,Narcos: Temporada 1: Os homens de sempre (Episódio 3),00:45:22,00:45:22,BR (Brazil)
13283,Perfil 1,2021-01-18 17:04:11,00:00:02,Narcos: México: Temporada 1: Camelot (Episódio 1),00:00:18,00:00:18,BR (Brazil)
13284,Perfil 1,2021-01-18 17:03:49,00:00:18,Narcos: México: Temporada 1: O Sistema de Praça (Episódio 2),00:07:06,00:07:06,BR (Brazil)
13285,Perfil 1,2021-01-18 17:03:41,00:00:05,Narcos: México: Temporada 1: O padrinho (Episódio 3),00:20:27,00:20:27,BR (Brazil)
13286,Perfil 1,2021-01-18 14:48:45,00:19:02,Narcos: México: Temporada 1: O padrinho (Episódio 3),00:20:22,Not latest view,BR (Brazil)
13287,Perfil 1,2021-01-18 14:48:38,00:00:04,Narcos: México: Temporada 1: O Sistema de Praça (Episódio 2),00:00:04,Not latest view,BR (Brazil)
13288,Perfil 1,2021-01-18 14:48:20,00:00:16,Narcos: México: Temporada 1: Camelot (Episódio 1),00:00:16,Not latest view,BR (Brazil)
13289,Perfil 1,2021-01-18 01:16:32,00:00:03,Narcos: Temporada 1: Os homens de sempre (Episódio 3),00:00:21,Not latest view,BR (Brazil)
13290,Perfil 1,2021-01-18 01:06:21,00:42:03,Como Defender um Assassino: Temporada 2: Anna Mae (Episódio 15),00:42:36,00:42:36,BR (Brazil)
13291,Perfil 1,2021-01-18 00:31:04,00:45:27,Narcos: Temporada 1: A espada de Simón Bolívar (Episódio 2),00:45:27,00:45:27,BR (Brazil)
13292,Perfil 1,2021-01-18 00:24:06,00:42:04,Como Defender um Assassino: Temporada 2: Este é o meu bebê (Episódio 14),00:42:38,00:42:38,BR (Brazil)
13293,Perfil 1,2021-01-17 23:39:15,00:41:42,Como Defender um Assassino: Temporada 2: Algo ruim aconteceu (Episódio 13),00:42:38,00:42:38,BR (Brazil)
13294,Perfil 1,2021-01-17 23:19:23,00:56:55,Narcos: Temporada 1: A chegada (Episódio 1),00:56:15,00:56:15,BR (Brazil)
13295,Perfil 1,2021-01-17 22:45:45,00:41:56,Como Defender um Assassino: Temporada 2: É uma cilada (Episódio 12),00:42:38,00:42:38,BR (Brazil)
13296,Perfil 1,2021-01-17 22:03:29,00:42:05,Como Defender um Assassino: Temporada 2: Ela nos odeia (Episódio 11),00:42:38,00:42:38,BR (Brazil)
13297,Perfil 1,2021-01-17 21:21:25,00:41:53,"Como Defender um Assassino: Temporada 2: O que aconteceu com você, Annalise? (Episódio 10)",00:42:37,00:42:37,BR (Brazil)
13298,Perfil 1,2021-01-17 21:19:08,00:00:03,"Como Defender um Assassino: Temporada 2: O que aconteceu com você, Annalise? (Episódio 10)",00:00:00,Not latest view,BR (Brazil)
13299,Perfil 1,2021-01-17 19:37:32,01:20:06,Superbad – É Hoje,01:48:11,Not latest view,BR (Brazil)
13300,Perfil 1,2021-01-17 19:36:57,00:00:29,Ted,00:04:51,00:04:51,BR (Brazil)
13301,Perfil 1,2021-01-17 19:26:28,00:09:01,O Ditador,00:09:01,00:09:01,BR (Brazil)
13302,Perfil 1,2021-01-17 01:21:49,00:00:08,"Como Defender um Assassino: Temporada 2: O que aconteceu com você, Annalise? (Episódio 10)",00:00:54,Not latest view,BR (Brazil)
13303,Perfil 1,2021-01-17 00:39:46,00:41:50,Como Defender um Assassino: Temporada 2: O que foi que fizemos? (Episódio 9),00:42:36,00:42:36,BR (Brazil)
13304,Perfil 1,2021-01-16 23:57:29,00:42:07,"Como Defender um Assassino: Temporada 2: Oi, eu sou Philip (Episódio 8)",00:42:37,00:42:37,BR (Brazil)
13305,Perfil 1,2021-01-16 23:33:00,01:52:41,Superbad – É Hoje,00:40:32,Not latest view,BR (Brazil)
13306,Perfil 1,2021-01-16 23:12:59,00:41:43,Como Defender um Assassino: Temporada 2: Quero que você morra (Episódio 7),00:42:23,00:42:23,BR (Brazil)
13307,Perfil 1,2021-01-16 23:00:56,00:00:02,"Como Defender um Assassino: Temporada 2: Dois coelhos, uma cajadada (Episódio 6)",00:38:11,Not latest view,BR (Brazil)
13308,Perfil 1,2021-01-16 22:23:40,00:47:08,"Como Defender um Assassino: Temporada 2: Dois coelhos, uma cajadada (Episódio 6)",00:42:37,00:42:37,BR (Brazil)
13309,Perfil 1,2021-01-16 22:23:02,00:00:28,Como Defender um Assassino: Temporada 2: Conheça Bonnie (Episódio 5),00:00:28,00:00:28,BR (Brazil)
13310,Perfil 1,2021-01-16 22:22:26,00:00:16,"Como Defender um Assassino: Temporada 2: Dois coelhos, uma cajadada (Episódio 6)",00:01:32,Not latest view,BR (Brazil)
13311,Perfil 1,2021-01-16 21:34:39,00:21:36,Rick and Morty: Temporada 3: A Ricktlântida confusão (Episódio 7),00:22:03,Not latest view,BR (Brazil)
13312,Perfil 1,2021-01-16 21:32:46,00:41:57,Como Defender um Assassino: Temporada 2: Conheça Bonnie (Episódio 5),00:42:37,Not latest view,BR (Brazil)
13313,Perfil 1,2021-01-16 21:12:50,00:21:47,Rick and Morty: Temporada 3: Descanso e Rickrelaxamento (Episódio 6),00:22:33,Not latest view,BR (Brazil)
13314,Perfil 1,2021-01-16 21:04:27,00:28:09,Como Defender um Assassino: Temporada 2: Melhor amiga (Episódio 4),00:42:18,00:42:18,BR (Brazil)
13315,Perfil 1,2021-01-16 21:03:59,00:00:03,Como Defender um Assassino: Temporada 2: Melhor amiga (Episódio 4),00:14:09,Not latest view,BR (Brazil)
13316,Perfil 1,2021-01-16 21:03:46,00:00:01,Como Defender um Assassino: Temporada 2: Conheça Bonnie (Episódio 5),00:00:41,Not latest view,BR (Brazil)
13317,Perfil 1,2021-01-16 21:01:26,00:00:06,Como Defender um Assassino: Temporada 2: Melhor amiga (Episódio 4),00:14:07,Not latest view,BR (Brazil)
13318,Perfil 1,2021-01-16 20:52:06,00:20:40,Rick and Morty: Temporada 3: A conspiração de Whirly Dirly (Episódio 5),00:22:04,Not latest view,BR (Brazil)
13319,Perfil 1,2021-01-16 20:48:16,00:01:12,Rick and Morty: Temporada 3: A conspiração de Whirly Dirly (Episódio 5),00:01:12,Not latest view,BR (Brazil)
13320,Perfil 1,2021-01-16 01:50:27,00:00:06,Como Defender um Assassino: Temporada 2: Conheça Bonnie (Episódio 5),00:00:46,Not latest view,BR (Brazil)
13321,Perfil 1,2021-01-16 01:09:11,00:40:53,Como Defender um Assassino: Temporada 2: Melhor amiga (Episódio 4),00:42:18,Not latest view,BR (Brazil)
13322,Perfil 1,2021-01-16 00:22:32,00:41:46,Como Defender um Assassino: Temporada 2: O polvo (Episódio 3),00:42:38,00:42:38,BR (Brazil)
13323,Perfil 1,2021-01-15 23:39:49,00:41:51,Como Defender um Assassino: Temporada 2: Ela está morrendo (Episódio 2),00:42:37,00:42:37,BR (Brazil)
13324,Perfil 1,2021-01-15 22:52:52,00:41:07,Como Defender um Assassino: Temporada 2: Hora de seguir em frente (Episódio 1),00:42:37,00:42:37,BR (Brazil)
13325,Perfil 1,2021-01-15 22:10:07,00:42:35,Como Defender um Assassino: Temporada 1: É tudo culpa minha (Episódio 15),00:42:35,00:42:35,BR (Brazil)
13326,Perfil 1,2021-01-15 21:23:52,00:42:38,Como Defender um Assassino: Temporada 1: A noite em que Lila morreu (Episódio 14),00:42:29,00:42:29,BR (Brazil)
13327,Perfil 1,2021-01-15 21:23:23,00:00:01,Como Defender um Assassino: Temporada 1: A noite em que Lila morreu (Episódio 14),00:02:08,Not latest view,BR (Brazil)
13328,Perfil 1,2021-01-15 01:59:46,00:00:33,Como Defender um Assassino: Temporada 1: A noite em que Lila morreu (Episódio 14),00:02:07,Not latest view,BR (Brazil)
13329,Perfil 1,2021-01-15 01:17:36,00:41:58,Como Defender um Assassino: Temporada 1: A mamãe chegou (Episódio 13),00:42:34,00:42:34,BR (Brazil)
13330,Perfil 1,2021-01-15 00:32:25,00:41:36,Como Defender um Assassino: Temporada 1: Ela é uma assassina (Episódio 12),00:42:14,00:42:14,BR (Brazil)
13331,Perfil 1,2021-01-15 00:24:57,00:21:36,Rick and Morty: Temporada 3: A conspiração de Whirly Dirly (Episódio 5),00:21:36,Not latest view,BR (Brazil)
13332,Perfil 1,2021-01-14 23:50:16,00:42:00,Como Defender um Assassino: Temporada 1: O melhor Natal de todos! (Episódio 11),00:42:40,00:42:40,BR (Brazil)
13333,Perfil 1,2021-01-14 23:49:32,00:00:05,Como Defender um Assassino: Temporada 1: O melhor Natal de todos! (Episódio 11),00:00:42,Not latest view,BR (Brazil)
13334,Perfil 1,2021-01-14 00:59:58,00:00:05,Como Defender um Assassino: Temporada 1: O melhor Natal de todos! (Episódio 11),00:00:37,Not latest view,BR (Brazil)
13335,Perfil 1,2021-01-14 00:17:10,00:42:36,Como Defender um Assassino: Temporada 1: Olá Raskolnikov (Episódio 10),00:42:36,00:42:36,BR (Brazil)
13336,Perfil 1,2021-01-13 23:48:18,00:22:50,Rick and Morty: Temporada 3: Os Justiceiros 3: A volta do Exterminador de Mundos (Episódio 4),00:22:59,Not latest view,BR (Brazil)
13337,Perfil 1,2021-01-13 23:29:25,00:41:49,"Como Defender um Assassino: Temporada 1: Me mate, me mate, me mate (Episódio 9)",00:42:33,00:42:33,BR (Brazil)
13338,Perfil 1,2021-01-13 23:25:27,00:22:50,Rick and Morty: Temporada 3: Rick Pepino (Episódio 3),00:23:19,Not latest view,BR (Brazil)
13339,Perfil 1,2021-01-13 23:25:22,00:00:03,Rick and Morty: Temporada 3: Rickcurtindo a Pedra (Episódio 2),00:20:25,Not latest view,BR (Brazil)
13340,Perfil 1,2021-01-13 22:47:04,00:41:57,Como Defender um Assassino: Temporada 1: Ele tem uma esposa (Episódio 8),00:42:29,00:42:29,BR (Brazil)
13341,Perfil 1,2021-01-13 22:24:16,00:17:27,Como Defender um Assassino: Temporada 1: Ele mereceu morrer (Episódio 7),00:42:28,00:42:28,BR (Brazil)
13342,Perfil 1,2021-01-13 22:23:45,00:00:01,Como Defender um Assassino: Temporada 1: Ele mereceu morrer (Episódio 7),00:00:00,Not latest view,BR (Brazil)
13343,Perfil 1,2021-01-11 23:23:36,01:54:08,Constantine,01:54:08,01:54:08,BR (Brazil)
13344,Perfil 1,2021-01-11 23:22:01,00:01:04,Constantine,00:00:01,Not latest view,BR (Brazil)
13345,Perfil 1,2021-01-10 01:11:52,00:43:19,Como Defender um Assassino: Temporada 1: Ele mereceu morrer (Episódio 7),00:42:24,Not latest view,BR (Brazil)
13346,Perfil 1,2021-01-10 00:22:36,00:41:52,Como Defender um Assassino: Temporada 1: Maldito esconde-esconde (Episódio 6),00:42:34,00:42:34,BR (Brazil)
13347,Perfil 1,2021-01-09 23:40:18,00:42:05,Como Defender um Assassino: Temporada 1: Nós não somos amigos (Episódio 5),00:42:41,00:42:41,BR (Brazil)
13348,Perfil 1,2021-01-09 23:14:25,00:00:11,Como Defender um Assassino: Temporada 1: Nós não somos amigos (Episódio 5),00:00:11,Not latest view,BR (Brazil)
13349,Perfil 1,2021-01-09 22:31:36,00:42:38,Como Defender um Assassino: Temporada 1: Vamos dar uma espiada (Episódio 4),00:42:38,00:42:38,BR (Brazil)
13350,Perfil 1,2021-01-09 21:48:47,00:42:39,Como Defender um Assassino: Temporada 1: Sorria ou vá para a cadeia (Episódio 3),00:42:39,00:42:39,BR (Brazil)
